ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,interest
23806,Arih1,ariadne RBR E3 ubiquitin protein ligase 1,0.5221277,7.843433811,0,0.654122099,0.999999935,
100737,Dcun1d4,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)",0.507446871,4.339249662,0,0.654275173,0.999999935,
80284,Smim12,small integral membrane protein 12,-0.483882126,2.846372215,0,0.654531936,0.999999935,
14702,Gng2,"guanine nucleotide binding protein (G protein), gamma 2",-0.454942703,0.151219325,0,0.654606636,0.999999935,
76615,Got1l1,glutamic-oxaloacetic transaminase 1-like 1,-0.519841102,-4.16157191,0,0.654611736,0.999999935,
107260,Otub1,"OTU domain, ubiquitin aldehyde binding 1",0.535418674,5.068995202,0,0.654761888,0.999999935,
14726,Pdpn,podoplanin,0.470288778,3.212483276,0,0.654763607,0.999999935,
73162,Otud3,OTU domain containing 3,-0.521955875,3.110370055,0,0.654770044,0.999999935,
56077,Dgke,"diacylglycerol kinase, epsilon",0.510938816,3.469314329,0,0.654827799,0.999999935,
20055,Rps16,ribosomal protein S16,0.538882078,7.194710121,0,0.654879561,0.999999935,
327744,E130307A14Rik,RIKEN cDNA E130307A14 gene,0.424073039,0.997160358,0,0.654889681,0.999999935,
16450,Jag2,jagged 2,0.438039137,4.753281348,0,0.654964394,0.999999935,
236690,Nyx,nyctalopin,0.520732767,-1.819253606,0,0.655146043,0.999999935,
619547,Rpl34-ps1,"ribosomal protein L34, pseudogene 1",0.532997862,8.220714375,0,0.655260872,0.999999935,
68074,A930013F10Rik,RIKEN cDNA A930013F10 gene,0.456909446,1.158925926,0,0.655330337,0.999999935,
212123,Dcaf15,DDB1 and CUL4 associated factor 15,0.513060287,4.41893301,0,0.655350648,0.999999935,
216227,Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",0.430604452,-1.860293715,0,0.655397699,0.999999935,
100504663,Atg14,autophagy related 14,-0.494545721,3.810826095,0,0.655692221,0.999999935,
212980,Slc45a3,"solute carrier family 45, member 3",0.53370848,4.486103507,0,0.655706793,0.999999935,
627371,Gm6749,predicted pseudogene 6749,0.517165866,4.208498672,0,0.655928225,0.999999935,
13876,Erg,ETS transcription factor,-0.454141083,0.948371189,0,0.655997408,0.999999935,
100306944,Snora73a,"small nucleolar RNA, H/ACA box 73a",-0.446878394,0.160941347,0,0.656048697,0.999999935,
319430,C5ar2,complement component 5a receptor 2,-0.421228881,-1.27764438,0,0.65607958,0.999999935,
12396,Cbfa2t2,"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)",-0.515760996,4.49361004,0,0.656082775,0.999999935,
100038735,Gm10384,predicted gene 10384,-0.429187079,-2.082389937,0,0.656567145,0.999999935,
58172,Sertad2,SERTA domain containing 2,0.533715708,7.328516226,0,0.656573671,0.999999935,
208890,Slc26a7,"solute carrier family 26, member 7",-0.435861501,-0.628484685,0,0.656596269,0.999999935,
72844,Kctd17,potassium channel tetramerisation domain containing 17,0.489534622,3.967562607,0,0.656605741,0.999999935,
243612,Ssu2,ssu-2 homolog (C. elegans),-0.696482583,-3.046402135,-0.08330118,0.656677591,0.999999935,
76670,Cfap70,cilia and flagella associated protein 70,0.472158408,-1.327834849,0,0.656761269,0.999999935,
23994,Dazap2,DAZ associated protein 2,0.535869709,7.55890837,0,0.656967419,0.999999935,
75627,Snapc1,"small nuclear RNA activating complex, polypeptide 1",0.490912638,2.982909976,0,0.657027209,0.999999935,
73251,Setd7,SET domain containing (lysine methyltransferase) 7,-0.526054997,6.769597045,0,0.657207593,0.999999935,
215193,Diexf,digestive organ expansion factor homolog (zebrafish),0.505032916,3.796471052,0,0.657481537,0.999999935,
72075,Ogfr,opioid growth factor receptor,0.536999745,6.075803021,0,0.657679274,0.999999935,
22751,Zfp90,zinc finger protein 90,0.451086381,2.37383103,0,0.65786671,0.999999935,
109275,Actr5,ARP5 actin-related protein 5,0.485951061,2.782243777,0,0.657900414,0.999999935,
320435,Rinl,Ras and Rab interactor-like,-0.442228327,0.419527057,0,0.658302412,0.999999935,
67664,Rnf125,ring finger protein 125,-0.52052218,3.472306965,0,0.658361114,0.999999935,
57431,Dnajc4,DnaJ heat shock protein family (Hsp40) member C4,-0.514314117,3.739262329,0,0.658398344,0.999999935,
631584,Catspere1,cation channel sperm associated auxiliary subunit epsilon 1,-0.423481969,-0.536780674,0,0.658433896,0.999999935,
101744,Acp7,"acid phosphatase 7, tartrate resistant",-0.51370526,-2.627432292,0,0.658505803,0.999999935,
68800,Prr32,proline rich 32,0.469961314,-4.09046918,0,0.658804913,0.999999935,
66526,Tceanc2,transcription elongation factor A (SII) N-terminal and central domain containing 2,-0.494528332,2.967500895,0,0.658839421,0.999999935,
19165,Psen2,presenilin 2,-0.516406392,3.234310217,0,0.658871803,0.999999935,
68550,Tefm,"transcription elongation factor, mitochondrial",-0.445606464,0.78326733,0,0.658955349,0.999999935,
227545,Proser2,proline and serine rich 2,0.526909525,3.519962446,0,0.659363807,0.999999935,
103172,Chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10,-0.523356054,2.978910017,0,0.659618398,0.999999935,
16785,Rpsa,ribosomal protein SA,0.536581149,8.806420346,0,0.660107274,0.999999935,
100415787,Tomm6os,"translocase of outer mitochondrial membrane 6, opposite strand",-0.419189335,-0.350807881,0,0.660342367,0.999999935,
269855,Ssc5d,"scavenger receptor cysteine rich family, 5 domains",-0.418292135,0.663251375,0,0.66060174,0.999999935,
16002,Igf2,insulin-like growth factor 2,0.424585226,3.149765277,0,0.660609242,0.999999935,
432777,Eprn,"ephemeron, early developmental lncRNA",-0.696482583,-3.160754312,-0.082089397,0.66061592,0.999999935,
100217431,Snord69,"small nucleolar RNA, C/D box 69",0.418866518,0.802715959,0,0.660757432,0.999999935,
67724,Pop1,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)",0.47109261,1.964553633,0,0.660798229,0.999999935,
56631,Trim17,tripartite motif-containing 17,0.425524991,-1.086961321,0,0.660984969,0.999999935,
74735,Trim14,tripartite motif-containing 14,-0.504314894,1.632778145,0,0.661069766,0.999999935,
629159,1700008J07Rik,RIKEN cDNA 1700008J07 gene,0.429169825,0.507006157,0,0.66120421,0.999999935,
101437,Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32,0.521152127,4.206894586,0,0.661237405,0.999999935,
11828,Aqp3,aquaporin 3,-0.426042428,5.520394552,0,0.661406061,0.999999935,
639658,Gm13807,predicted gene 13807,0.454452546,-0.646195658,0,0.661491854,0.999999935,
64295,Tmub1,transmembrane and ubiquitin-like domain containing 1,0.458875382,3.181189693,0,0.661616028,0.999999935,
12589,Ift81,intraflagellar transport 81,0.463142089,3.921717482,0,0.661641122,0.999999935,
12038,Bche,butyrylcholinesterase,-0.428143298,-0.409665111,0,0.661641987,0.999999935,
12829,Col4a4,"collagen, type IV, alpha 4",-0.537916371,-0.303610854,0,0.661694299,0.999999935,
277973,Slc9a5,"solute carrier family 9 (sodium/hydrogen exchanger), member 5",0.520174038,3.577606314,0,0.661883016,0.999999935,
231769,Sfswap,splicing factor SWAP,0.527316626,5.480675785,0,0.661956926,0.999999935,
68616,Gdpd3,glycerophosphodiester phosphodiesterase domain containing 3,0.472161012,3.891495323,0,0.661972276,0.999999935,
22691,Zscan2,zinc finger and SCAN domain containing 2,0.429920895,0.864909707,0,0.662063282,0.999999935,
215632,Psd4,pleckstrin and Sec7 domain containing 4,-0.466924306,2.407172338,0,0.662148116,0.999999935,
19656,Rbmxl1,"RNA binding motif protein, X-linked like-1",0.528649121,5.132785184,0,0.662193099,0.999999935,
15446,Hpgd,hydroxyprostaglandin dehydrogenase 15 (NAD),0.460752193,-0.260416981,0,0.662515789,0.999999935,
15258,Hipk2,homeodomain interacting protein kinase 2,-0.524303993,4.61547114,0,0.662531403,0.999999935,
100043240,Gm15583,predicted gene 15583,0.422534043,-0.241302821,0,0.662580214,0.999999935,
13637,Efna2,ephrin A2,0.419010573,0.980330117,0,0.662752473,0.999999935,
106861,Abhd3,abhydrolase domain containing 3,-0.445521751,2.125707978,0,0.662809075,0.999999935,
26451,Rpl27a,ribosomal protein L27A,0.532703942,5.21965931,0,0.662950284,0.999999935,
72607,Usp13,ubiquitin specific peptidase 13 (isopeptidase T-3),0.469961314,-0.3799933,0,0.663137036,0.999999935,
226922,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5",-0.573838221,1.307726336,0,0.663192253,0.999999935,
67841,Atg3,autophagy related 3,-0.530564531,5.111296195,0,0.663481308,0.999999935,
225895,Taf6l,TATA-box binding protein associated factor 6 like,-0.454990193,1.589569492,0,0.663541664,0.999999935,
66921,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,0.536721881,6.569343167,0,0.663793675,0.999999935,
69168,Bola1,bolA-like 1 (E. coli),-0.496804731,2.484037076,0,0.663873785,0.999999935,
66151,Prr13,proline rich 13,0.515652843,5.361344455,0,0.663927235,0.999999935,
100302499,Snora3,"small nucleolar RNA, H/ACA box 3",0.411481947,0.469032943,0,0.664079188,0.999999935,
70231,Gorasp2,golgi reassembly stacking protein 2,-0.53813117,6.907697882,0,0.664092944,0.999999935,
329727,Dennd2c,DENN/MADD domain containing 2C,-0.4192112,4.095423747,0,0.664111336,0.999999935,
69227,Selenot,selenoprotein T,-0.539374305,7.058874017,0,0.664319188,0.999999935,
11816,Apoe,apolipoprotein E,-0.426706912,8.063985754,0,0.664346288,0.999999935,
16193,Il6,interleukin 6,0.422538898,3.712377483,0,0.664397177,0.999999935,
52793,Fam3b,"family with sequence similarity 3, member B",0.488606455,-4.242221668,0,0.66441601,0.999999935,
67693,Hypk,huntingtin interacting protein K,0.533700664,5.199911184,0,0.664449955,0.999999935,
225849,Ppp2r5b,"protein phosphatase 2, regulatory subunit B', beta",0.517798339,4.259472317,0,0.664457803,0.999999935,
16530,Kcnk7,"potassium channel, subfamily K, member 7",-0.469439388,-0.715674306,0,0.664488504,0.999999935,
14977,Slc39a7,"solute carrier family 39 (zinc transporter), member 7",-0.534323878,7.093679148,0,0.664534016,0.999999935,
56388,Cyp3a25,"cytochrome P450, family 3, subfamily a, polypeptide 25",-0.696482583,-4.1659867,-0.080868809,0.664578776,0.999999935,
15525,Hspa4,heat shock protein 4,0.536946918,7.678988351,0,0.664650933,0.999999935,
17389,Mmp16,matrix metallopeptidase 16,0.441862428,0.106199593,0,0.664686112,0.999999935,
52480,Snhg14,small nucleolar RNA host gene 14,0.475614695,1.10515142,0,0.664715943,0.999999935,
223989,Marf1,meiosis arrest female 1,-0.513880903,5.613918603,0,0.664739768,0.999999935,
14608,Gpr83,G protein-coupled receptor 83,-0.669859017,-2.433916516,-0.065276251,0.665126782,0.999999935,
51792,Ppp2r1a,"protein phosphatase 2, regulatory subunit A, alpha",0.54373539,7.476105031,0,0.665142208,0.999999935,
327951,Cyb5d1,cytochrome b5 domain containing 1,-0.441474409,0.905976674,0,0.665387057,0.999999935,
94191,Adarb2,"adenosine deaminase, RNA-specific, B2",0.488606455,-4.392607208,0,0.665403665,0.999999935,
54343,Atf7ip,activating transcription factor 7 interacting protein,-0.485378643,5.314049538,0,0.665558266,0.999999935,
94353,Hmgn3,high mobility group nucleosomal binding domain 3,0.479276227,4.173161488,0,0.665590054,0.999999935,
16468,Jarid2,"jumonji, AT rich interactive domain 2",0.531718796,5.702887983,0,0.665746982,0.999999935,
330301,Zfp786,zinc finger protein 786,0.412062473,-2.183508295,0,0.665761928,0.999999935,
268936,Brpf3,"bromodomain and PHD finger containing, 3",0.521535958,5.213080103,0,0.665790586,0.999999935,
100861785,NA,NA,0.410680298,2.528282838,0,0.665846496,0.999999935,
18604,Pdk2,"pyruvate dehydrogenase kinase, isoenzyme 2",-0.528805603,4.486634245,0,0.665878766,0.999999935,
100502757,Gm17259,"predicted gene, 17259",-0.409185974,-0.764967752,0,0.665950239,0.999999935,
17299,Mettl1,methyltransferase like 1,-0.486648623,3.184749767,0,0.666026566,0.999999935,
100503950,NA,NA,0.40919327,-3.142134562,0,0.666394402,0.999999935,
668041,Gm8942,predicted gene 8942,0.528161224,8.040241332,0,0.666508984,0.999999935,
18595,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",-0.408351484,0.934161615,0,0.666577313,0.999999935,
20910,Stxbp1,syntaxin binding protein 1,0.49143179,4.311574429,0,0.666624181,0.999999935,
15166,Hcn2,"hyperpolarization-activated, cyclic nucleotide-gated K+ 2",0.425779879,-1.078405034,0,0.666685882,0.999999935,
67223,Rrp15,ribosomal RNA processing 15 homolog (S. cerevisiae),0.510626963,4.565045833,0,0.667071998,0.999999935,
20365,Serf1,small EDRK-rich factor 1,0.492506896,3.480545399,0,0.667166278,0.999999935,
17434,Mocs2,molybdenum cofactor synthesis 2,-0.520010117,6.159480056,0,0.667178133,0.999999935,
171283,Havcr1,hepatitis A virus cellular receptor 1,0.414610048,-2.037242043,0,0.667264561,0.999999935,
67865,Rgs10,regulator of G-protein signalling 10,0.407762487,2.062985992,0,0.667296133,0.999999935,
93703,Pcdhgb6,"protocadherin gamma subfamily B, 6",-0.409013216,1.352098343,0,0.667435794,0.999999935,
27367,Rpl3,ribosomal protein L3,0.50683939,4.402061748,0,0.667566619,0.999999935,
20399,Sh2b1,SH2B adaptor protein 1,0.535953986,5.616524134,0,0.667684683,0.999999935,
271697,Cdk15,cyclin-dependent kinase 15,0.673929179,-1.893940938,0.066997995,0.667918614,0.999999935,
66058,Tmem176a,transmembrane protein 176A,0.518679396,7.15353365,0,0.667942674,0.999999935,
228005,Ppig,peptidyl-prolyl isomerase G (cyclophilin G),0.538367159,6.10403219,0,0.668046932,0.999999935,
319888,Oacyl,O-acyltransferase like,0.416398084,1.139498968,0,0.668086202,0.999999935,
16576,Kif7,kinesin family member 7,0.424900281,1.810827043,0,0.668099891,0.999999935,
100087,Kti12,"KTI12 homolog, chromatin associated",0.504206839,4.245582906,0,0.668205559,0.999999935,
67434,Ankrd33b,ankyrin repeat domain 33B,-0.481962153,2.95542711,0,0.66833706,0.999999935,
338348,Ttc16,tetratricopeptide repeat domain 16,0.422648824,-0.993344602,0,0.668536383,0.999999935,
100302594,Snord14e,"small nucleolar RNA, C/D box 14E",-0.424641546,1.636904033,0,0.668603574,0.999999935,
227357,Espnl,espin-like,0.406072923,-0.058140462,0,0.668614921,0.999999935,
68558,Ankra2,"ankyrin repeat, family A (RFXANK-like), 2",-0.465855503,2.598140798,0,0.668683852,0.999999935,
626009,Gm6644,Akr1b3 pseudogene,-0.452072346,2.115783957,0,0.668746736,0.999999935,
66197,Cks2,CDC28 protein kinase regulatory subunit 2,-0.483777949,2.770177232,0,0.668813997,0.999999935,
105782,Scrib,scribbled planar cell polarity,0.540928628,6.65883158,0,0.668814339,0.999999935,
270106,Rpl13,ribosomal protein L13,0.458872661,1.596263526,0,0.668905772,0.999999935,
74251,Ankrd9,ankyrin repeat domain 9,0.498938786,3.440513704,0,0.669078375,0.999999935,
100042776,Gm4027,predicted gene 4027,0.405564211,-0.501306132,0,0.669240964,0.999999935,
594844,Tceal3,transcription elongation factor A (SII)-like 3,0.469961314,0.437221053,0,0.669412623,0.999999935,
28126,Nop16,NOP16 nucleolar protein,0.504199079,4.299545026,0,0.669413979,0.999999935,
75416,Nop14,NOP14 nucleolar protein,0.530056998,5.753537705,0,0.66952086,0.999999935,
380977,A330009N23Rik,RIKEN cDNA A330009N23 gene,-0.44143337,-1.567805176,0,0.669669999,0.999999935,
170741,Pilrb1,paired immunoglobin-like type 2 receptor beta 1,0.416716471,-1.621266759,0,0.66986225,0.999999935,
66960,Mindy3,MINDY lysine 48 deubiquitinase 3,-0.510629499,4.464976248,0,0.669885572,0.999999935,
18601,Padi3,"peptidyl arginine deiminase, type III",0.745998829,0.962327196,0.104711172,0.669919691,0.999999935,
13664,Eif1a,eukaryotic translation initiation factor 1A,0.525836485,8.049132866,0,0.670012188,0.999999935,
18155,Pnoc,prepronociceptin,0.488606455,-3.269979262,0,0.670062435,0.999999935,
15959,Ifit3,interferon-induced protein with tetratricopeptide repeats 3,-0.404374207,-0.708585547,0,0.670231078,0.999999935,
671641,Rps12-ps24,"ribosomal protein S12, pseudogene 24",0.489068135,2.567623377,0,0.670409922,0.999999935,
13363,Dhh,desert hedgehog,-0.495869978,-1.492103441,0,0.670534076,0.999999935,
11529,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",-0.498746146,-1.486296973,0,0.67060524,0.999999935,
67971,Tppp3,tubulin polymerization-promoting protein family member 3,-0.408189595,4.908163047,0,0.670786267,0.999999935,
278676,AY358078,cDNA sequence AY358078,-0.423956706,0.247356633,0,0.670988093,0.999999935,
632352,Gm7085,predicted gene 7085,0.454986046,2.567491012,0,0.67106244,0.999999935,
237769,Gm12258,predicted gene 12258,-0.420920613,0.275677476,0,0.671078957,0.999999935,
100861876,NA,NA,0.488606455,-2.479970899,0,0.671153911,0.999999935,
56772,Mllt11,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",-0.442330637,1.994276414,0,0.671159418,0.999999935,
545389,Cep170,centrosomal protein 170,0.442627212,3.69472498,0,0.671405668,0.999999935,
66162,Bola2,bolA-like 2 (E. coli),0.524850723,4.005708296,0,0.671441188,0.999999935,
211961,Asxl3,"additional sex combs like 3, transcriptional regulator",0.469961314,-0.323573163,0,0.671723775,0.999999935,
100503842,2410022M11Rik,RIKEN cDNA 2410022M11 gene,-0.406612532,-0.745165139,0,0.671784081,0.999999935,
211484,Tsga10,testis specific 10,0.425390425,0.644240796,0,0.671784359,0.999999935,
109978,Art4,ADP-ribosyltransferase 4,0.410295018,1.353706962,0,0.671888089,0.999999935,
59032,Ppp2r3c,"protein phosphatase 2, regulatory subunit B'', gamma",0.504842102,3.46383551,0,0.671891459,0.999999935,
106021,Topors,"topoisomerase I binding, arginine/serine-rich",-0.497940144,6.55032653,0,0.671891819,0.999999935,
16574,Kif5c,kinesin family member 5C,-0.488259968,3.147494549,0,0.671917559,0.999999935,
74107,Cep55,centrosomal protein 55,-0.472916022,2.325875761,0,0.672042953,0.999999935,
56075,Pdss1,"prenyl (solanesyl) diphosphate synthase, subunit 1",-0.480798731,2.236334426,0,0.672044542,0.999999935,
171463,Il17rd,interleukin 17 receptor D,0.40658302,1.564740087,0,0.672066131,0.999999935,
11596,Ager,advanced glycosylation end product-specific receptor,0.421647786,0.878289419,0,0.672343853,0.999999935,
235106,Ntm,neurotrimin,-0.696482583,-3.571142157,-0.07849562,0.672394614,0.999999935,
53867,Col5a3,"collagen, type V, alpha 3",-0.40206438,2.167252714,0,0.672652123,0.999999935,
667766,Gm8801,"protein phosphatase 1, regulatory subunit 10 pseudogene",-0.442018698,3.459592811,0,0.672663156,0.999999935,
74202,Fblim1,filamin binding LIM protein 1,0.494207705,6.834177216,0,0.672793458,0.999999935,
77352,Axdnd1,axonemal dynein light chain domain containing 1,0.465277327,-2.212101341,0,0.672884865,0.999999935,
243905,Zfp568,zinc finger protein 568,0.527846244,4.803789389,0,0.673114863,0.999999935,
227733,Pip5kl1,phosphatidylinositol-4-phosphate 5-kinase-like 1,0.442597519,-0.5213986,0,0.673196174,0.999999935,
56857,Slc37a2,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2",0.407678343,-0.767363522,0,0.673356926,0.999999935,
13857,Epor,erythropoietin receptor,0.432410646,-1.23508645,0,0.67350144,0.999999935,
22626,Slc23a3,"solute carrier family 23 (nucleobase transporters), member 3",0.401445037,0.869276916,0,0.673757693,0.999999935,
13008,Csrp2,cysteine and glycine-rich protein 2,-0.41020612,2.072276561,0,0.67389781,0.999999935,
56188,Fxyd1,FXYD domain-containing ion transport regulator 1,0.520732767,-1.008977247,0,0.674075052,0.999999935,
378431,Txlnb,taxilin beta,0.488606455,-2.406246489,0,0.674128118,0.999999935,
23828,Bves,blood vessel epicardial substance,0.488606455,-1.165999191,0,0.674241279,0.999999935,
11305,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2",0.495192895,5.413540072,0,0.674261541,0.999999935,
20588,Smarcc1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",0.530200709,6.229721756,0,0.674503361,0.999999935,
66400,Alkbh7,alkB homolog 7,-0.456436566,1.922619242,0,0.674600599,0.999999935,
21384,Tbx15,T-box 15,-0.44143337,-1.855101544,0,0.675037454,0.999999935,
100088,Rcc1,regulator of chromosome condensation 1,0.510128892,4.55555478,0,0.675118553,0.999999935,
78829,Tsc22d4,"TSC22 domain family, member 4",0.497042794,4.595135958,0,0.675125884,0.999999935,
68046,2700062C07Rik,RIKEN cDNA 2700062C07 gene,-0.462297153,1.703755453,0,0.67551392,0.999999935,
19153,Prx,periaxin,0.45317637,3.461208919,0,0.675573264,0.999999935,
226251,Ablim1,actin-binding LIM protein 1,-0.481360277,4.63069021,0,0.675799046,0.999999935,
69288,Rhobtb1,Rho-related BTB domain containing 1,-0.420228995,2.211708744,0,0.675817059,0.999999935,
233335,Synm,"synemin, intermediate filament protein",0.403066771,5.216483793,0,0.675995486,0.999999935,
73813,Fam83e,"family with sequence similarity 83, member E",0.46715482,-1.250428427,0,0.676021337,0.999999935,
16826,Ldb2,LIM domain binding 2,0.468226363,0.286446764,0,0.676044102,0.999999935,
72289,Malat1,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA),0.493271559,8.171351645,0,0.676129726,0.999999935,
237412,Gm4924,predicted gene 4924,-0.4115678,0.907621742,0,0.676444359,0.999999935,
230103,Npr2,natriuretic peptide receptor 2,0.408531201,4.071344655,0,0.676781485,0.999999935,
56314,Zfp113,zinc finger protein 113,-0.436604115,1.454879524,0,0.676926802,0.999999935,
66414,Ndufa12,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",-0.443514801,0.961404682,0,0.676989665,0.999999935,
21419,Tfap2b,transcription factor AP-2 beta,-0.398796101,4.968390115,0,0.677064335,0.999999935,
13522,Adam28,a disintegrin and metallopeptidase domain 28,0.414479164,-1.481207557,0,0.677133992,0.999999935,
20665,Sox10,SRY (sex determining region Y)-box 10,0.523787173,7.302550548,0,0.677212981,0.999999935,
209550,Rad51ap2,RAD51 associated protein 2,0.488606455,-2.81301408,0,0.677449429,0.999999935,
68350,Mul1,mitochondrial ubiquitin ligase activator of NFKB 1,-0.527486335,5.445490699,0,0.677544995,0.999999935,
667823,Trim5,tripartite motif-containing 5,-0.408979997,0.661804337,0,0.677591239,0.999999935,
170731,Mfn2,mitofusin 2,0.526231382,5.721969507,0,0.677627898,0.999999935,
319477,6030419C18Rik,RIKEN cDNA 6030419C18 gene,0.433381084,0.984981118,0,0.677666073,0.999999935,
67464,Entpd4,ectonucleoside triphosphate diphosphohydrolase 4,-0.522112129,3.869334383,0,0.678012795,0.999999935,
22196,Ube2i,ubiquitin-conjugating enzyme E2I,0.508319032,4.573171991,0,0.678050253,0.999999935,
353235,Pcdha8,protocadherin alpha 8,-0.471135352,-2.792001442,0,0.678070378,0.999999935,
71452,Ankrd40,ankyrin repeat domain 40,-0.52970067,5.582470647,0,0.678075596,0.999999935,
13723,Emb,embigin,-0.401817729,5.127148675,0,0.678143168,0.999999935,
99326,Garnl3,GTPase activating RANGAP domain-like 3,0.401957093,2.939734636,0,0.67815489,0.999999935,
319535,Zfp182,zinc finger protein 182,-0.437918506,2.104735839,0,0.678206458,0.999999935,
229541,Dennd4b,DENN/MADD domain containing 4B,0.468826001,2.798794833,0,0.678394594,0.999999935,
100043682,Gm10584,predicted gene 10584,0.488606455,-2.572794737,0,0.678430142,0.999999935,
67676,Rpp21,ribonuclease P 21 subunit,0.502455274,2.804002464,0,0.678577607,0.999999935,
381305,Rc3h1,RING CCCH (C3H) domains 1,0.528520331,6.480134419,0,0.678696833,0.999999935,
68021,Bphl,"biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)",0.502335134,4.02461353,0,0.678730445,0.999999935,
60322,Chst7,carbohydrate (N-acetylglucosamino) sulfotransferase 7,0.433381084,-1.000754605,0,0.678968288,0.999999935,
71941,Cars2,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),-0.506105555,4.38168979,0,0.679147737,0.999999935,
14924,Magi1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",0.526964204,6.08054848,0,0.679174164,0.999999935,
239546,Zfp647,zinc finger protein 647,-0.432252049,-0.936742413,0,0.679323069,0.999999935,
71973,Rbpms2,RNA binding protein with multiple splicing 2,0.412062473,0.927500163,0,0.679381693,0.999999935,
330216,Mblac1,metallo-beta-lactamase domain containing 1,-0.393237833,-1.099212619,0,0.679473654,0.999999935,
13038,Ctsk,cathepsin K,-0.39335073,0.712628835,0,0.679518024,0.999999935,
269954,Ttll13,"tubulin tyrosine ligase-like family, member 13",0.425413012,-0.906436226,0,0.679723171,0.999999935,
94352,Loxl2,lysyl oxidase-like 2,-0.522158375,1.810111068,0,0.679866316,0.999999935,
70573,Tbccd1,TBCC domain containing 1,-0.481970504,2.947630019,0,0.679892396,0.999999935,
66616,Snx9,sorting nexin 9,-0.532636857,5.131472558,0,0.679902745,0.999999935,
235293,Sc5d,sterol-C5-desaturase,-0.496103689,5.614212274,0,0.680042196,0.999999935,
18744,Pja1,praja ring finger ubiquitin ligase 1,0.526253169,5.965837401,0,0.680358969,0.999999935,
22361,Vnn1,vanin 1,-0.696482583,-1.898436994,-0.076125571,0.680452935,0.999999935,
74753,Trmo,tRNA methyltransferase O,-0.449531427,1.272956769,0,0.680619047,0.999999935,
50492,Thop1,thimet oligopeptidase 1,-0.492817198,4.642849409,0,0.680704821,0.999999935,
16504,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",-0.470090813,2.754575326,0,0.680930232,0.999999935,
72486,Rnf219,ring finger protein 219,-0.397886087,0.795809982,0,0.681042616,0.999999935,
70771,Gpr173,G-protein coupled receptor 173,0.455739134,-1.949393477,0,0.681119606,0.999999935,
544717,1190007I07Rik,RIKEN cDNA 1190007I07 gene,0.41331532,0.614944065,0,0.681188518,0.999999935,
81006,Gpr63,G protein-coupled receptor 63,0.488606455,-2.519851069,0,0.681209276,0.999999935,
20724,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",-0.428108977,6.648268224,0,0.681280902,0.999999935,
213819,Casd1,CAS1 domain containing 1,-0.520991688,4.857878405,0,0.681330716,0.999999935,
67775,Rtp4,receptor transporter protein 4,-0.404873862,2.308801443,0,0.681508214,0.999999935,
70226,Rbm3os,"RNA binding motif protein 3, opposite strand",0.393936218,-0.079948579,0,0.681535237,0.999999935,
56233,Hdac7,histone deacetylase 7,0.491650826,4.152096146,0,0.681697199,0.999999935,
218210,Nup153,nucleoporin 153,0.531652865,7.340428082,0,0.681827261,0.999999935,
100217428,Snord57,"small nucleolar RNA, C/D box 57",-0.412206867,-1.140632047,0,0.681830494,0.999999935,
70317,Arl16,ADP-ribosylation factor-like 16,0.408382608,1.906671233,0,0.681946834,0.999999935,
94214,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",0.430150681,3.590177936,0,0.682032943,0.999999935,
100379145,Snora23,"small nucleolar RNA, H/ACA box 23",-0.393910749,-1.378684916,0,0.682416352,0.999999935,
100862175,Gm10698,predicted gene 10698,-0.496261613,2.482447643,0,0.682466491,0.999999935,
67222,Srfbp1,serum response factor binding protein 1,0.497254628,3.550992783,0,0.68246747,0.999999935,
66072,Sdhaf2,succinate dehydrogenase complex assembly factor 2,-0.503815674,3.978468531,0,0.682588575,0.999999935,
22652,Mkrn3,"makorin, ring finger protein, 3",0.38991446,-0.913130435,0,0.682874149,0.999999935,
78052,Tmem190,transmembrane protein 190,0.39880032,-0.343828038,0,0.68292211,0.999999935,
